epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,3670.44,1.84577,2.0233,1.79773,0.50295,0.40878,0.41794,0.17516,2.14723,2.0243,1.95112,0.008119,0.008119,0.008119
21,3841.42,1.82777,1.98918,1.77317,0.48545,0.42918,0.4369,0.18917,2.1263,1.96145,1.92768,0.00802,0.00802,0.00802
22,4032.35,1.81694,1.95136,1.76105,0.51282,0.41772,0.43539,0.18675,2.13551,1.94535,1.92819,0.007921,0.007921,0.007921
23,4203.16,1.80897,1.96024,1.75465,0.49146,0.40765,0.42241,0.17905,2.09837,1.99357,1.91374,0.007822,0.007822,0.007822
24,4351.77,1.8166,1.91971,1.75654,0.55317,0.44601,0.4723,0.20429,2.06111,1.93152,1.90634,0.007723,0.007723,0.007723
25,4519.94,1.79199,1.89474,1.74594,0.55374,0.42922,0.45897,0.19665,2.10521,1.92326,1.9252,0.007624,0.007624,0.007624
26,4711.64,1.79366,1.88931,1.74104,0.56484,0.43134,0.46475,0.199,2.11677,1.92865,1.92342,0.007525,0.007525,0.007525
27,4882.01,1.78671,1.86665,1.73225,0.57504,0.46789,0.50168,0.21729,2.08971,1.78793,1.87813,0.007426,0.007426,0.007426
28,5078.43,1.7795,1.83517,1.72807,0.53585,0.47711,0.48794,0.21233,2.06744,1.84046,1.87939,0.007327,0.007327,0.007327
29,5248.5,1.76483,1.83047,1.71414,0.58306,0.46091,0.49095,0.21158,2.07672,1.88688,1.90607,0.007228,0.007228,0.007228
30,5448.02,1.76153,1.80478,1.71793,0.58626,0.48747,0.52121,0.22743,2.05833,1.75883,1.86116,0.007129,0.007129,0.007129
31,5615.88,1.74039,1.75524,1.69207,0.60221,0.49242,0.5344,0.23407,2.04314,1.71741,1.84993,0.00703,0.00703,0.00703
32,5808.91,1.7429,1.78015,1.69409,0.62789,0.49715,0.54889,0.24692,1.98779,1.68838,1.81889,0.006931,0.006931,0.006931
33,5976.94,1.73159,1.73833,1.69409,0.61733,0.5027,0.5437,0.24178,2.00237,1.73457,1.83477,0.006832,0.006832,0.006832
34,6168.08,1.74196,1.75268,1.68899,0.65374,0.51322,0.56762,0.25878,1.98749,1.65778,1.81722,0.006733,0.006733,0.006733
35,6336.58,1.74167,1.7385,1.6911,0.64377,0.51396,0.56734,0.25191,2.00456,1.6533,1.83064,0.006634,0.006634,0.006634
36,6529.89,1.71891,1.70361,1.6769,0.64406,0.52922,0.58256,0.27083,1.95881,1.58893,1.80174,0.006535,0.006535,0.006535
37,6698.13,1.72315,1.68899,1.67081,0.63134,0.51316,0.56155,0.2533,1.99526,1.65196,1.803,0.006436,0.006436,0.006436
38,6888.68,1.70604,1.67375,1.66387,0.69202,0.52062,0.59396,0.27454,1.96161,1.58137,1.78945,0.006337,0.006337,0.006337
39,7057.07,1.70158,1.64783,1.65593,0.66124,0.54134,0.59563,0.27089,1.9944,1.56176,1.76065,0.006238,0.006238,0.006238
40,7250.14,1.70428,1.64238,1.65192,0.67095,0.55597,0.6161,0.285,1.93249,1.56407,1.77728,0.006139,0.006139,0.006139
41,7418.75,1.69703,1.6268,1.64936,0.6738,0.55745,0.61596,0.28536,1.94994,1.57107,1.7612,0.00604,0.00604,0.00604
42,7609.59,1.68047,1.59466,1.63952,0.68173,0.56003,0.61906,0.2838,1.97814,1.49756,1.78862,0.005941,0.005941,0.005941
43,7777.25,1.67818,1.59035,1.63774,0.66977,0.56688,0.62215,0.29128,1.9278,1.48504,1.75441,0.005842,0.005842,0.005842
44,7972.03,1.68031,1.58324,1.63962,0.68941,0.57657,0.63576,0.29634,1.92592,1.50022,1.75378,0.005743,0.005743,0.005743
45,8139.48,1.67967,1.56476,1.63227,0.69411,0.59276,0.65016,0.30766,1.91046,1.42475,1.72917,0.005644,0.005644,0.005644
46,8306.15,1.67045,1.54863,1.62558,0.72105,0.59816,0.6666,0.31346,1.91314,1.40364,1.73147,0.005545,0.005545,0.005545
47,8471.28,1.66394,1.52706,1.61873,0.73199,0.6055,0.67603,0.32455,1.8926,1.37418,1.71983,0.005446,0.005446,0.005446
48,8670.25,1.64821,1.53274,1.61095,0.7195,0.58251,0.65282,0.31003,1.93665,1.41236,1.73417,0.005347,0.005347,0.005347
49,8837.17,1.65773,1.52288,1.60825,0.72566,0.60555,0.67435,0.32499,1.87886,1.38145,1.70366,0.005248,0.005248,0.005248
50,8997.13,1.64001,1.49036,1.59816,0.72528,0.61061,0.67863,0.32823,1.86469,1.36682,1.68814,0.005149,0.005149,0.005149
51,9164.62,1.63711,1.47813,1.59397,0.73683,0.62174,0.69177,0.33252,1.87219,1.34036,1.69724,0.00505,0.00505,0.00505
52,9363.47,1.6266,1.46233,1.58275,0.73088,0.62873,0.69336,0.33379,1.87441,1.32207,1.69779,0.004951,0.004951,0.004951
53,9530.53,1.61388,1.4578,1.5772,0.72934,0.64084,0.70494,0.34692,1.84145,1.29863,1.6697,0.004852,0.004852,0.004852
54,9729.42,1.62351,1.45698,1.57736,0.74596,0.63665,0.70693,0.34796,1.83191,1.30021,1.66462,0.004753,0.004753,0.004753
55,9897.25,1.60454,1.41994,1.57043,0.75988,0.64857,0.72311,0.3577,1.807,1.27189,1.64676,0.004654,0.004654,0.004654
56,10054.3,1.59748,1.39609,1.55746,0.75951,0.6504,0.72519,0.35991,1.81828,1.23948,1.64609,0.004555,0.004555,0.004555
57,10221.7,1.59873,1.3926,1.55773,0.77003,0.65314,0.73008,0.36775,1.79079,1.23429,1.63661,0.004456,0.004456,0.004456
58,10423.6,1.58968,1.38502,1.54723,0.77146,0.65385,0.72767,0.36621,1.78753,1.23884,1.62993,0.004357,0.004357,0.004357
59,10589.2,1.59122,1.38761,1.5534,0.77579,0.66688,0.74632,0.37729,1.76448,1.20952,1.60969,0.004258,0.004258,0.004258
60,10792.4,1.57803,1.35696,1.53781,0.77192,0.65408,0.73379,0.36306,1.8053,1.21873,1.63698,0.004159,0.004159,0.004159
61,10959.8,1.58002,1.35352,1.53915,0.76805,0.66463,0.73716,0.36728,1.79731,1.20776,1.62606,0.00406,0.00406,0.00406
62,11169,1.56874,1.33459,1.52886,0.78701,0.67014,0.75228,0.38218,1.77363,1.17523,1.61282,0.003961,0.003961,0.003961
63,11336.1,1.55984,1.32914,1.53441,0.78876,0.67121,0.75051,0.38491,1.76356,1.17433,1.60592,0.003862,0.003862,0.003862
64,11526,1.54487,1.30372,1.5159,0.7816,0.68796,0.76156,0.39119,1.7516,1.15977,1.58679,0.003763,0.003763,0.003763
65,11690.5,1.55183,1.30937,1.51771,0.79129,0.69168,0.76643,0.39625,1.74689,1.14221,1.58652,0.003664,0.003664,0.003664
66,11882.2,1.53653,1.28374,1.50847,0.7943,0.69204,0.77134,0.39739,1.74548,1.12832,1.58555,0.003565,0.003565,0.003565
67,12051.9,1.531,1.27378,1.49714,0.79836,0.69925,0.7727,0.40198,1.7355,1.11585,1.57027,0.003466,0.003466,0.003466
68,12249.4,1.5366,1.27922,1.5128,0.79635,0.69886,0.77213,0.40007,1.7465,1.10795,1.58224,0.003367,0.003367,0.003367
69,12416.4,1.52404,1.25716,1.49774,0.8018,0.70769,0.78089,0.40677,1.72503,1.09344,1.56993,0.003268,0.003268,0.003268
70,12618.1,1.50759,1.23324,1.48928,0.80479,0.70698,0.78156,0.40526,1.73248,1.09278,1.57422,0.003169,0.003169,0.003169
71,12784.8,1.50802,1.24387,1.48641,0.81187,0.71276,0.78869,0.41244,1.71265,1.06735,1.55974,0.00307,0.00307,0.00307
72,12982.5,1.50351,1.21945,1.48668,0.8196,0.72278,0.7966,0.42321,1.68753,1.05058,1.54442,0.002971,0.002971,0.002971
73,13149.9,1.49508,1.20601,1.47597,0.82117,0.72678,0.80178,0.42777,1.67492,1.04051,1.54034,0.002872,0.002872,0.002872
74,13340.6,1.48905,1.19766,1.46999,0.81289,0.73791,0.80401,0.43007,1.67093,1.02733,1.53458,0.002773,0.002773,0.002773
75,13507.6,1.49025,1.18682,1.4669,0.82303,0.73774,0.80714,0.43461,1.66675,1.02265,1.52752,0.002674,0.002674,0.002674
76,13705.4,1.48195,1.18739,1.4683,0.82174,0.73877,0.80882,0.43596,1.66755,1.01606,1.52772,0.002575,0.002575,0.002575
77,13869.8,1.46944,1.15979,1.4531,0.82569,0.74275,0.81377,0.44148,1.65673,1.00345,1.51984,0.002476,0.002476,0.002476
78,14071,1.47104,1.17088,1.45745,0.82933,0.74507,0.81812,0.44614,1.64354,0.993,1.51301,0.002377,0.002377,0.002377
79,14239,1.46507,1.15575,1.45114,0.82889,0.75052,0.81948,0.44734,1.64138,0.98709,1.50945,0.002278,0.002278,0.002278
80,14438.7,1.45482,1.14909,1.44201,0.83476,0.74767,0.81881,0.4465,1.64274,0.98533,1.51004,0.002179,0.002179,0.002179
81,14606.4,1.43951,1.12228,1.43681,0.83812,0.74677,0.82152,0.44588,1.64408,0.98311,1.51007,0.00208,0.00208,0.00208
82,14805.2,1.43301,1.11879,1.43003,0.83515,0.7431,0.81935,0.44198,1.65726,0.98386,1.51552,0.001981,0.001981,0.001981
83,14972.4,1.43307,1.1089,1.42721,0.83543,0.74673,0.82108,0.44343,1.65494,0.98007,1.5131,0.001882,0.001882,0.001882
84,15174.8,1.41717,1.10957,1.42499,0.84102,0.75186,0.82605,0.45035,1.63572,0.96452,1.50097,0.001783,0.001783,0.001783
85,15339.6,1.42436,1.10615,1.42537,0.8394,0.75664,0.82947,0.45485,1.62747,0.95613,1.49551,0.001684,0.001684,0.001684
86,15503.5,1.41333,1.08721,1.41751,0.84305,0.76127,0.83318,0.46096,1.61231,0.9443,1.48743,0.001585,0.001585,0.001585
87,15670.6,1.409,1.07658,1.41134,0.84736,0.76167,0.83532,0.46316,1.60754,0.93972,1.48323,0.001486,0.001486,0.001486
88,15870.4,1.40538,1.07702,1.40899,0.8461,0.76479,0.83721,0.4656,1.60232,0.93256,1.47779,0.001387,0.001387,0.001387
89,16036,1.39137,1.06957,1.4039,0.84306,0.76951,0.83884,0.46674,1.59985,0.92906,1.47528,0.001288,0.001288,0.001288
90,16238.6,1.39034,1.05115,1.4001,0.84366,0.77248,0.84086,0.46827,1.59649,0.92335,1.47376,0.001189,0.001189,0.001189
91,16427.1,1.36026,0.9091,1.40322,0.84361,0.77602,0.84395,0.47307,1.58526,0.91531,1.46637,0.00109,0.00109,0.00109
92,16625.2,1.32983,0.8636,1.38685,0.85226,0.77526,0.84687,0.4753,1.58218,0.90839,1.46436,0.000991,0.000991,0.000991
93,16792.1,1.31456,0.85204,1.37727,0.8524,0.77857,0.84958,0.47805,1.57715,0.90266,1.46116,0.000892,0.000892,0.000892
94,16994.7,1.30675,0.83925,1.37065,0.85012,0.78381,0.8516,0.48083,1.57075,0.89515,1.45802,0.000793,0.000793,0.000793
95,17161.5,1.29383,0.83398,1.3666,0.8544,0.78465,0.85384,0.48353,1.56447,0.88834,1.45441,0.000694,0.000694,0.000694
96,17364.6,1.29796,0.82089,1.36522,0.85531,0.78945,0.85588,0.48702,1.5566,0.88066,1.44994,0.000595,0.000595,0.000595
97,17530.3,1.28563,0.81507,1.36115,0.85341,0.79228,0.85791,0.48931,1.54982,0.87567,1.44635,0.000496,0.000496,0.000496
98,17727.8,1.27229,0.80286,1.34905,0.85335,0.79422,0.85938,0.49182,1.54277,0.87092,1.44194,0.000397,0.000397,0.000397
99,17892.6,1.26335,0.79581,1.34305,0.85375,0.79598,0.86064,0.49466,1.53575,0.86577,1.4374,0.000298,0.000298,0.000298
100,18095.8,1.25501,0.78698,1.34086,0.85497,0.79839,0.86218,0.49755,1.52889,0.86054,1.43308,0.000199,0.000199,0.000199
