epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,4204.33,1.8651,2.16673,1.82672,0.54506,0.37413,0.40195,0.16578,2.18446,2.12115,1.97088,0.008878,0.008878,0.008878
19,4407.81,1.85309,2.10275,1.81128,0.51195,0.40146,0.42174,0.17484,2.15594,2.07345,1.98396,0.008812,0.008812,0.008812
20,4652.67,1.83615,2.10531,1.81146,0.47497,0.37692,0.38633,0.15757,2.1808,2.12256,2.02007,0.008746,0.008746,0.008746
21,4853.5,1.83454,2.05966,1.79642,0.54327,0.42093,0.4533,0.18913,2.14424,2.04129,1.96217,0.00868,0.00868,0.00868
22,5109.83,1.82239,2.05353,1.78521,0.51491,0.41241,0.43057,0.18193,2.15086,2.04218,1.96352,0.008614,0.008614,0.008614
23,5310.03,1.81938,2.03445,1.78601,0.55404,0.42028,0.44838,0.19603,2.07986,1.99274,1.93563,0.008548,0.008548,0.008548
24,5570.95,1.81697,1.98889,1.77211,0.49491,0.41325,0.42711,0.17394,2.17177,2.00519,1.95646,0.008482,0.008482,0.008482
25,5771.78,1.80649,1.98458,1.76643,0.53787,0.40886,0.44456,0.19312,2.11384,2.04073,1.91254,0.008416,0.008416,0.008416
26,6027.74,1.78066,1.94134,1.74952,0.51895,0.39694,0.42125,0.17053,2.16537,2.03528,1.92451,0.00835,0.00835,0.00835
27,6228.35,1.78825,1.92681,1.7444,0.56261,0.45517,0.49365,0.21664,2.05692,1.88966,1.87047,0.008284,0.008284,0.008284
28,6475.63,1.78947,1.92792,1.74667,0.5732,0.44145,0.47905,0.20368,2.10226,1.94593,1.90582,0.008218,0.008218,0.008218
29,6675.32,1.7906,1.92123,1.74698,0.59726,0.4498,0.49614,0.21934,2.04894,1.8877,1.89047,0.008152,0.008152,0.008152
30,6930.54,1.77998,1.91601,1.74207,0.6035,0.4585,0.51021,0.2256,2.05897,1.8303,1.87683,0.008086,0.008086,0.008086
31,7134.66,1.77792,1.8813,1.72621,0.6059,0.46565,0.51604,0.22739,2.10845,1.81198,1.86589,0.00802,0.00802,0.00802
32,7362.4,1.76544,1.87374,1.72488,0.59615,0.45634,0.50233,0.21121,2.12923,1.84879,1.88973,0.007954,0.007954,0.007954
33,7595.4,1.75685,1.84151,1.71814,0.62576,0.49988,0.55002,0.24461,2.04437,1.74507,1.85475,0.007888,0.007888,0.007888
34,7852.23,1.75409,1.82127,1.71408,0.60402,0.48535,0.53365,0.23062,2.06039,1.78747,1.85555,0.007822,0.007822,0.007822
35,8052.67,1.75177,1.81166,1.71598,0.62614,0.50312,0.55375,0.24963,2.01574,1.74318,1.83233,0.007756,0.007756,0.007756
36,8314.94,1.73369,1.78045,1.7008,0.64083,0.51865,0.57569,0.25826,2.0045,1.6725,1.82508,0.00769,0.00769,0.00769
37,8518.97,1.74001,1.78856,1.70209,0.63049,0.50585,0.55448,0.2336,2.05715,1.69744,1.83663,0.007624,0.007624,0.007624
38,8773.62,1.72472,1.75522,1.68292,0.62938,0.48467,0.54418,0.23648,2.08104,1.7377,1.83203,0.007558,0.007558,0.007558
39,9005.53,1.73119,1.75028,1.68945,0.66392,0.5388,0.59934,0.27143,1.9847,1.62909,1.80897,0.007492,0.007492,0.007492
40,9279.24,1.72419,1.74439,1.68297,0.6823,0.54012,0.60535,0.27878,1.97881,1.59704,1.80293,0.007426,0.007426,0.007426
41,9479.09,1.72098,1.72986,1.67985,0.67713,0.54733,0.60721,0.27725,1.9935,1.58068,1.80925,0.00736,0.00736,0.00736
42,9717.16,1.71988,1.71186,1.67746,0.69681,0.5764,0.63525,0.2936,1.95909,1.56643,1.79224,0.007294,0.007294,0.007294
43,9913.91,1.71305,1.70607,1.67159,0.70029,0.56998,0.63649,0.29508,1.95182,1.52962,1.7813,0.007228,0.007228,0.007228
44,10206.5,1.70448,1.69688,1.66677,0.70328,0.56614,0.63971,0.29847,1.92777,1.54775,1.76398,0.007162,0.007162,0.007162
45,10402.3,1.6963,1.68485,1.6631,0.70446,0.57676,0.63961,0.29465,1.97035,1.53678,1.78744,0.007096,0.007096,0.007096
46,10646.6,1.70238,1.67351,1.66801,0.70478,0.56184,0.63411,0.30002,1.92007,1.51735,1.74644,0.00703,0.00703,0.00703
47,10845.8,1.69119,1.65148,1.64942,0.71131,0.56619,0.6452,0.30376,1.92391,1.49791,1.73465,0.006964,0.006964,0.006964
48,11025,1.69544,1.64691,1.64639,0.72261,0.60429,0.6749,0.31683,1.9288,1.4467,1.73686,0.006898,0.006898,0.006898
49,11225.9,1.67962,1.61868,1.64273,0.71127,0.60106,0.66859,0.31887,1.88899,1.46109,1.72473,0.006832,0.006832,0.006832
50,11423.6,1.68711,1.63655,1.64238,0.71805,0.59427,0.66997,0.3212,1.89215,1.47613,1.71169,0.006766,0.006766,0.006766
51,11619.5,1.67544,1.58847,1.62571,0.7263,0.62496,0.69414,0.33708,1.86746,1.39896,1.70165,0.0067,0.0067,0.0067
52,11867.1,1.66487,1.58263,1.62305,0.71919,0.61233,0.68283,0.32887,1.89452,1.4197,1.70636,0.006634,0.006634,0.006634
53,12063.9,1.66378,1.57999,1.61907,0.75068,0.61106,0.69712,0.33813,1.88205,1.38609,1.69666,0.006568,0.006568,0.006568
54,12349.9,1.66372,1.57463,1.61868,0.7381,0.61523,0.69507,0.33611,1.87262,1.40773,1.68738,0.006502,0.006502,0.006502
55,12551.7,1.64758,1.53681,1.61069,0.74382,0.63099,0.70691,0.34826,1.84939,1.36707,1.68193,0.006436,0.006436,0.006436
56,12814.8,1.65297,1.53131,1.61693,0.74586,0.63588,0.71285,0.35064,1.84474,1.34701,1.67966,0.00637,0.00637,0.00637
57,13014.7,1.64614,1.52703,1.60943,0.74579,0.63337,0.71278,0.35108,1.85004,1.33866,1.67992,0.006304,0.006304,0.006304
58,13253.3,1.63843,1.52398,1.61042,0.7556,0.63994,0.72195,0.35606,1.8536,1.31589,1.66898,0.006238,0.006238,0.006238
59,13453.4,1.63,1.49285,1.59482,0.77037,0.65489,0.73673,0.36511,1.83511,1.29204,1.66617,0.006172,0.006172,0.006172
60,13691.9,1.62803,1.48572,1.59372,0.77077,0.655,0.73861,0.3696,1.82158,1.28675,1.65636,0.006106,0.006106,0.006106
61,13895.3,1.62689,1.46683,1.57722,0.76703,0.66172,0.74107,0.3699,1.81817,1.28573,1.64682,0.00604,0.00604,0.00604
62,14148,1.61489,1.47549,1.58281,0.77624,0.66129,0.7437,0.3729,1.81439,1.27074,1.6427,0.005974,0.005974,0.005974
63,14351.2,1.62467,1.47434,1.58653,0.76608,0.66713,0.74501,0.37324,1.81225,1.26286,1.64337,0.005908,0.005908,0.005908
64,14601.3,1.61004,1.45596,1.58037,0.78192,0.67338,0.75477,0.38075,1.8026,1.23411,1.63519,0.005842,0.005842,0.005842
65,14802.6,1.61796,1.45895,1.57695,0.78456,0.67043,0.75577,0.38554,1.78154,1.23205,1.62054,0.005776,0.005776,0.005776
66,15076.6,1.60176,1.42916,1.5642,0.78341,0.6805,0.76237,0.38956,1.77448,1.22288,1.61111,0.00571,0.00571,0.00571
67,15277,1.60169,1.44061,1.57089,0.7871,0.68731,0.76766,0.39513,1.76478,1.21666,1.6094,0.005644,0.005644,0.005644
68,15546.8,1.59808,1.4095,1.56154,0.78522,0.69095,0.76935,0.39562,1.77309,1.20604,1.61048,0.005578,0.005578,0.005578
69,15746.4,1.59457,1.42224,1.56263,0.78908,0.6942,0.77431,0.39886,1.76482,1.19038,1.60415,0.005512,0.005512,0.005512
70,15994.1,1.59165,1.41029,1.55671,0.7881,0.69797,0.77605,0.40159,1.76034,1.176,1.5981,0.005446,0.005446,0.005446
71,16194.6,1.58279,1.38255,1.5452,0.79336,0.70301,0.78168,0.40514,1.75093,1.16107,1.59449,0.00538,0.00538,0.00538
72,16433.8,1.57642,1.3881,1.54567,0.80614,0.70215,0.78665,0.40726,1.74918,1.15203,1.59068,0.005314,0.005314,0.005314
73,16629.9,1.58634,1.37932,1.54556,0.80898,0.70314,0.78758,0.41008,1.74732,1.148,1.59061,0.005248,0.005248,0.005248
74,16881.6,1.56763,1.36048,1.53566,0.80628,0.70972,0.79166,0.41077,1.74819,1.14244,1.5903,0.005182,0.005182,0.005182
75,17081.2,1.56049,1.34205,1.53293,0.80315,0.71235,0.79338,0.41109,1.75329,1.13458,1.59232,0.005116,0.005116,0.005116
76,17334.7,1.55869,1.34531,1.52742,0.80842,0.71203,0.79469,0.40976,1.75901,1.12598,1.59111,0.00505,0.00505,0.00505
77,17533.7,1.55731,1.32809,1.52524,0.80888,0.71944,0.79923,0.41733,1.73935,1.11449,1.57849,0.004984,0.004984,0.004984
78,17786.3,1.54909,1.31114,1.51393,0.81115,0.72465,0.80427,0.42416,1.72253,1.1058,1.56709,0.004918,0.004918,0.004918
79,17985.8,1.54361,1.32957,1.51685,0.81658,0.72916,0.80895,0.43116,1.70289,1.09363,1.55577,0.004852,0.004852,0.004852
80,18213,1.53705,1.30665,1.51175,0.81764,0.731,0.81278,0.43374,1.69643,1.08526,1.55074,0.004786,0.004786,0.004786
81,18411.5,1.52953,1.29171,1.50656,0.81557,0.73768,0.8152,0.4358,1.69129,1.08244,1.54884,0.00472,0.00472,0.00472
82,18670.9,1.53023,1.29853,1.50512,0.81545,0.74087,0.81682,0.43806,1.68333,1.07665,1.5436,0.004654,0.004654,0.004654
83,18865.8,1.52231,1.29312,1.50917,0.82059,0.7393,0.81901,0.43792,1.68256,1.07484,1.54261,0.004588,0.004588,0.004588
84,19138.2,1.51746,1.27497,1.49557,0.82246,0.73982,0.81999,0.43874,1.68166,1.07626,1.54215,0.004522,0.004522,0.004522
85,19337.2,1.5181,1.2595,1.50046,0.82282,0.74215,0.82213,0.44119,1.68107,1.06853,1.53928,0.004456,0.004456,0.004456
86,19549.4,1.518,1.25781,1.49294,0.82675,0.74546,0.82527,0.44359,1.67675,1.05659,1.53628,0.00439,0.00439,0.00439
87,19748.3,1.50844,1.25573,1.48784,0.83164,0.74661,0.82767,0.44787,1.66799,1.04744,1.52989,0.004324,0.004324,0.004324
88,20023.5,1.50161,1.23473,1.48377,0.83102,0.75006,0.83043,0.45076,1.66319,1.03668,1.52577,0.004258,0.004258,0.004258
89,20227.9,1.50303,1.22263,1.47964,0.83288,0.75152,0.83158,0.45257,1.65998,1.02652,1.52271,0.004192,0.004192,0.004192
90,20462.7,1.49991,1.22356,1.47684,0.83334,0.75063,0.83213,0.45239,1.66132,1.02198,1.52156,0.004126,0.004126,0.004126
91,20662.1,1.49566,1.22446,1.47796,0.83423,0.75242,0.83418,0.45361,1.65855,1.01917,1.51916,0.00406,0.00406,0.00406
92,20889.2,1.49261,1.21551,1.47636,0.83436,0.75652,0.83603,0.45483,1.65576,1.01519,1.51542,0.003994,0.003994,0.003994
93,21088.6,1.48259,1.20452,1.46548,0.83864,0.75728,0.83933,0.45804,1.64974,1.00863,1.51124,0.003928,0.003928,0.003928
94,21351,1.47594,1.1947,1.46209,0.83921,0.76029,0.84138,0.46138,1.64276,0.99887,1.50677,0.003862,0.003862,0.003862
95,21551.2,1.46556,1.16971,1.45987,0.83905,0.76469,0.84384,0.4641,1.63658,0.99193,1.50364,0.003796,0.003796,0.003796
96,21812.5,1.46465,1.18416,1.4549,0.84183,0.76473,0.8452,0.4654,1.63556,0.98753,1.50169,0.00373,0.00373,0.00373
97,22012.1,1.46286,1.16883,1.45452,0.83982,0.76436,0.84496,0.46402,1.64126,0.98655,1.50366,0.003664,0.003664,0.003664
98,22281.7,1.46223,1.16544,1.44471,0.84237,0.76401,0.84655,0.46661,1.63731,0.97976,1.5001,0.003598,0.003598,0.003598
99,22479.9,1.45436,1.15389,1.44693,0.84343,0.76758,0.84905,0.46953,1.62992,0.97386,1.49497,0.003532,0.003532,0.003532
100,22743.1,1.44534,1.14125,1.439,0.84242,0.77112,0.85058,0.47063,1.62879,0.97059,1.49343,0.003466,0.003466,0.003466
101,22942,1.44618,1.14797,1.44104,0.84464,0.77046,0.85198,0.47198,1.62522,0.96611,1.49074,0.0034,0.0034,0.0034
102,23191.7,1.43317,1.12462,1.43156,0.84344,0.77454,0.85364,0.47422,1.61986,0.96011,1.48715,0.003334,0.003334,0.003334
103,23391.5,1.44117,1.12834,1.43619,0.8455,0.77638,0.8554,0.477,1.61395,0.95427,1.48342,0.003268,0.003268,0.003268
104,23650.3,1.42669,1.12013,1.42528,0.8466,0.77753,0.85689,0.4786,1.60926,0.95019,1.48028,0.003202,0.003202,0.003202
105,23849.7,1.43178,1.11874,1.42852,0.84707,0.77916,0.85845,0.4798,1.60582,0.94637,1.47769,0.003136,0.003136,0.003136
106,24118,1.42594,1.101,1.41817,0.84676,0.78184,0.85987,0.48167,1.60237,0.94113,1.47565,0.00307,0.00307,0.00307
107,24321.5,1.4225,1.09813,1.41837,0.84836,0.78305,0.86108,0.48265,1.60003,0.93717,1.47404,0.003004,0.003004,0.003004
108,24603.8,1.41386,1.09453,1.41441,0.84878,0.7848,0.86249,0.48394,1.5977,0.93353,1.47197,0.002938,0.002938,0.002938
109,24806.7,1.40283,1.08462,1.40936,0.85014,0.7859,0.86371,0.48502,1.59451,0.93015,1.46983,0.002872,0.002872,0.002872
110,25075.8,1.39556,1.08106,1.40446,0.85141,0.78788,0.86514,0.48675,1.59096,0.92749,1.46732,0.002806,0.002806,0.002806
111,25278.9,1.4002,1.08273,1.40754,0.85338,0.78786,0.86606,0.48768,1.58872,0.92451,1.46561,0.00274,0.00274,0.00274
112,25525.5,1.39245,1.06569,1.3988,0.85341,0.78955,0.86684,0.48913,1.58551,0.92073,1.46356,0.002674,0.002674,0.002674
113,25724.9,1.39292,1.06779,1.39909,0.8568,0.7899,0.86828,0.49067,1.58164,0.91644,1.46108,0.002608,0.002608,0.002608
114,25976,1.37354,1.0548,1.3916,0.85695,0.79142,0.86928,0.49259,1.57827,0.91228,1.45921,0.002542,0.002542,0.002542
115,26175.5,1.37509,1.03468,1.38585,0.85642,0.79437,0.87057,0.49428,1.57464,0.90821,1.45657,0.002476,0.002476,0.002476
116,26492.8,1.37667,1.04086,1.38026,0.85744,0.79457,0.87137,0.49528,1.57189,0.90513,1.45455,0.00241,0.00241,0.00241
117,26691.1,1.37047,1.04022,1.38781,0.85823,0.79512,0.87234,0.49647,1.56927,0.90143,1.45252,0.002344,0.002344,0.002344
118,26936.4,1.36002,1.02816,1.38278,0.85713,0.79668,0.87314,0.49722,1.5682,0.89839,1.45161,0.002278,0.002278,0.002278
119,27139.9,1.35923,1.01944,1.3766,0.85568,0.79887,0.87398,0.49812,1.56613,0.89543,1.44994,0.002212,0.002212,0.002212
120,27377.3,1.35136,1.01865,1.37296,0.85791,0.79931,0.87528,0.49969,1.56268,0.89151,1.4476,0.002146,0.002146,0.002146
121,27577.5,1.35334,1.0081,1.37047,0.85863,0.80067,0.87616,0.5004,1.56059,0.88801,1.44594,0.00208,0.00208,0.00208
122,27824.3,1.34526,1.00106,1.36687,0.85906,0.80279,0.87726,0.50197,1.55743,0.88446,1.44383,0.002014,0.002014,0.002014
123,28023.3,1.34237,0.99462,1.36782,0.86001,0.80403,0.87806,0.50283,1.55561,0.88192,1.4424,0.001948,0.001948,0.001948
124,28275.4,1.33488,0.98666,1.35984,0.86045,0.80514,0.87893,0.50373,1.55411,0.87929,1.44134,0.001882,0.001882,0.001882
125,28474.3,1.3351,0.97975,1.36041,0.86173,0.8053,0.87973,0.50489,1.55168,0.87648,1.43975,0.001816,0.001816,0.001816
126,28758.6,1.32632,0.97434,1.35065,0.86179,0.80639,0.88072,0.5059,1.5494,0.87353,1.43806,0.00175,0.00175,0.00175
127,28957.6,1.31976,0.97914,1.35459,0.86269,0.80743,0.88187,0.50733,1.54687,0.87037,1.43645,0.001684,0.001684,0.001684
128,29212.6,1.31377,0.96231,1.34319,0.86409,0.80798,0.8824,0.50829,1.54476,0.86759,1.4348,0.001618,0.001618,0.001618
129,29416.1,1.31196,0.96445,1.34498,0.86631,0.80827,0.8831,0.50934,1.54289,0.86475,1.43348,0.001552,0.001552,0.001552
130,29678.2,1.29298,0.94045,1.33159,0.86689,0.8103,0.8839,0.51013,1.54138,0.86222,1.43228,0.001486,0.001486,0.001486
131,29876.5,1.29161,0.94082,1.33249,0.86693,0.81072,0.88438,0.51094,1.53976,0.85957,1.43104,0.00142,0.00142,0.00142
132,30124.3,1.29691,0.93837,1.33618,0.86765,0.81177,0.88523,0.51163,1.53802,0.85709,1.42976,0.001354,0.001354,0.001354
133,30319.5,1.28864,0.93423,1.3305,0.86704,0.81259,0.88563,0.51196,1.53687,0.85505,1.42873,0.001288,0.001288,0.001288
134,30524.3,1.28145,0.92112,1.32658,0.8681,0.81301,0.88613,0.51268,1.5353,0.85271,1.42749,0.001222,0.001222,0.001222
135,30724.4,1.27877,0.91815,1.32165,0.86961,0.81338,0.88689,0.51361,1.53371,0.85013,1.42625,0.001156,0.001156,0.001156
136,30981.4,1.27266,0.90977,1.32185,0.8714,0.81391,0.88744,0.51434,1.53162,0.8476,1.42469,0.00109,0.00109,0.00109
137,31184.9,1.26642,0.907,1.31078,0.8719,0.8153,0.8883,0.51536,1.53002,0.84529,1.42349,0.001024,0.001024,0.001024
138,31429,1.26414,0.90147,1.31926,0.87187,0.81622,0.88879,0.51594,1.52886,0.843,1.42246,0.000958,0.000958,0.000958
139,31628.7,1.26264,0.90649,1.31642,0.87203,0.81758,0.8895,0.51678,1.52756,0.84086,1.42145,0.000892,0.000892,0.000892
140,31899.6,1.25882,0.90166,1.31221,0.87241,0.81804,0.88983,0.51727,1.52646,0.83887,1.42044,0.000826,0.000826,0.000826
141,32077.5,1.21435,0.73669,1.30354,0.87253,0.81935,0.89072,0.51816,1.52473,0.83664,1.41914,0.00076,0.00076,0.00076
142,32223.1,1.19263,0.7111,1.28914,0.87327,0.81968,0.8912,0.51886,1.52279,0.83413,1.41781,0.000694,0.000694,0.000694
143,32367.8,1.18247,0.70466,1.28891,0.87365,0.8208,0.89216,0.5198,1.52076,0.83158,1.41638,0.000628,0.000628,0.000628
144,32516.9,1.17151,0.69202,1.27879,0.87464,0.82143,0.89314,0.52093,1.51792,0.82872,1.41465,0.000562,0.000562,0.000562
145,32661.7,1.15965,0.68367,1.27138,0.87589,0.8225,0.89433,0.52238,1.51504,0.82573,1.41279,0.000496,0.000496,0.000496
146,32806.1,1.14918,0.66987,1.26278,0.87718,0.82333,0.89536,0.52345,1.51237,0.82284,1.41104,0.00043,0.00043,0.00043
147,32950.8,1.142,0.66568,1.26217,0.87804,0.82412,0.89601,0.5244,1.51042,0.8203,1.40966,0.000364,0.000364,0.000364
148,33099.8,1.13705,0.65529,1.25453,0.87804,0.82603,0.89684,0.52532,1.50819,0.81758,1.4082,0.000298,0.000298,0.000298
149,33249.5,1.13086,0.65981,1.25267,0.87898,0.8269,0.89769,0.52635,1.50606,0.815,1.40678,0.000232,0.000232,0.000232
150,33395.2,1.12022,0.64783,1.24577,0.88015,0.82685,0.89834,0.52719,1.50399,0.81242,1.40541,0.000166,0.000166,0.000166
